text,sentiment
@XFactorID @OfficialRCTI @Fremantle_ID Ayang Alvin dong! @alvinxjo,netral
"Hii, X Fellas!! Jangan lupa untuk saksikan GALA LIVE SHOW 8, Senin 21 Maret pukul 18.00 WIB????????????

Penampilan siapa nih yang paling kalian tunggu-tunggu?????

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/ypKqNxfF3z",netral
"Yang gak pernah absen untuk VOTE mana suaranyaa?!?????????????

Jangan lupa terus VOTE untuk jagoan kalian di #XFactorIndonesia, hanya melalui aplikasi @RCTIPlus. GO VOTE NOW????????????

#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/mXsEk3Bk4H",netral
@XFactorID @Putumaydea_real Kontestan yg lain mungkin seneng @Putumaydea_real  sbgai pesaing ter ter terkuat udah pulang duluan.. semangat terus May,positif
"Bintang Kehidupan Nike Ardilla cover oleh Danar @XFactorID dan itu asli keren, congrats danar. Once again Nike Ardilla legacy still lives on 2022 @MusicaStudios #nikeardilla #XfactorIndonesia https://t.co/g4QhUB1xlZ",positif
Manifesting @enka_namaku nyanyi lagu kera sakti di-mashed-up sama lagu wiro sableng di panggung @XFactorID ????????,netral
"Sedih akutuh pas tau Putu Maydea harus tersingkir di @XFactorID ????

Jangan lupa buat ikutan tebak siapa pemenang X Factor Indonesia di #SemangatXFactor challenge yaaaa! 

https://t.co/ppllkBIQu5
 
#SnackVideo2022 #XFactorIndonesia #SnackVideoIndonesia #SemangatXFactor https://t.co/GOwxmY0rjS",negatif
"X Fellas!! Yang masih mau lihat jagoan kalian tampil di depan para judges kece ini, yukk VOTEEE yang banyak di aplikasi @RCTIPlus ????????????

Yang selalu VOTE setiap hari, absen di kolom komentar!!????

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/Hty6y6LhRZ",netral
@uwikmelapontyy @XFactorID @alvinxjo Lagi cari yg pasti ni wik wkwk,netral
"@XFactorID @alvinxjo Minggu kemaren kaos oblong, semalem pake baju kutangan. 
Mungkinkah minggu depan kaga pake bajuuu?? ????????????",netral
@kiaahmad12 @XFactorID @alvinxjo Udah d blg yang pasti pasti jaaaa wkwkw,netral
@laluparmadi @TYOyusup @XFactorID @Putumaydea_real @GanyGery Setuju pembawaan setiap lagu berubah. Kurang feel setiap highnote goyang terus.,negatif
"@laluparmadi @XFactorID @Putumaydea_real @GanyGery @ya_agung Masih bisa berkembang lagi. Wajar keluar, Character blm mateng tiap lagu berubah karakter. Teknik highnote selalu ngandelin nasal falseto. Power datar. Dinamika cm sebatas besar kecili suara. Belting ????",negatif
@XFactorID @alvinxjo makinnn kesini semakin keren! nagih banget!!,positif
@XFactorID @Putumaydea_real @GanyGery Maydea semangat ya,positif
"eh seriusan pgpg dah nyes, masasi maydea pulang? ini gimana si _- @XFactorID",negatif
"@iamfsba @XFactorID @Putumaydea_real @GanyGery ohh gitu????
abis keknya yg kemaren2 kek ga liat vtnya gituu
aku juga ga ngikutin idol
thanks kak
yg like banyak nih pada yg bingung ga cuma aku keknya????",netral
@laluparmadi @XFactorID @Putumaydea_real @GanyGery Heyyy kesayangan kalal banget ini,positif
@XFactorID @alvinxjo Dari dulu emang kerenn ????????,positif
@starsmione @XFactorID @Putumaydea_real @GanyGery Wkkwkw setiap peserta udah punya ????,netral
@XFactorID @Putumaydea_real @GanyGery Ini yg ngevote kbnyakan orang2 yg tertipu sama kisah bulian padahal org itu pengucapan nya aja jelas anyink,negatif
@XFactorID @alvinxjo Kalo liat alvin jd flashback dulu pernah bela??in nyamperin liat di sentul padahal masih ada jam kuliah alhasil abis ke sentul balik lg buat ngampus ???? oia prnh nyamperin jg ke hotel legend icil dulu pada nginep disana.,netral
@XFactorID @alvinxjo Alvin udah cocok jadi idol ????,positif
@priscillamrgth @XFactorID @alvinxjo Tapi tetep kau dan aku bersama ~,netral
@priscillamrgth @XFactorID @alvinxjo Udah bukan idola cilik lagi wkwkwkwk,netral
@XFactorID @alvinxjo NJIRRR GW KIRA LG GLADI BERSIH TERNYATA UDAH NGELIVE SANTUY BETT BAJUNYA VIN ????????????,netral
"@XFactorID @alvinxjo Auto ikutan dance donk tadi..
Alvin is the best pokoknya.. Selalu terAlvin Alvin pokoknya",positif
"@Ordinarose @teamall_ve @alvinxjo @XFactorID Upss lupa, ada pulicinya ????",netral
"@XFactorID @alvinxjo Semakin aktif ya bund????????????????????????
Mantap BosGang!",positif
"@XFactorID @alvinxjo Capek banget Alvin ada aja kejutannya, lama2 nge dangdut abis ini????",negatif
@teamall_ve @Ordinarose @alvinxjo @XFactorID ???????????? palagi judges mbak2 yg liat lgsg yaa ????,netral
@XFactorID @alvinxjo sejak jumpa kita pertama kulangsung jatuh cinta wkwk @alvinxjo,positif
@beeltilljannah @Ordinarose @alvinxjo @XFactorID Hehh gak bolehh nanti pada pingsan ahahahaah,netral
"@XFactorID @Putumaydea_real @GanyGery ga phm lgi deh, pdhl itu xfactor ny, namany jg vote y",negatif
@XFactorID @alvinxjo Alvin ga pernah ga keren si vin vin ????????,positif
@XFactorID @alvinxjo Ga tau kenapa aku liat nya ini vibe nya Justin Bierber bgt. JB dengan kearifan lokal ????,netral
@XFactorID @alvinxjo alvin makin berani ya bund,positif
@XFactorID @alvinxjo Kala cinta menggoda emang bikin canduuu ????,positif
"@XFactorID @alvinxjo Ayang ayangankuu????????
Alvin aduh, paling bisa bikin jantung dag dig dug serr????????????
@alvinxjo",positif
@XFactorID @alvinxjo Tiap Senin cuma nunggu buat terAlvin-Alvin????,positif
@XFactorID @alvinxjo Tiap Senin trending di Twitter Mulu ya si Alvin ini wkwk,netral
@XFactorID @alvinxjo Seneng bgt ttending... #Alvin #Allve,positif
@chihiro_lay @XFactorID @alvinxjo Mjb iyaa,netral
@XFactorID @alvinxjo Alvin mah mau pake apa aja cocok.. ????,positif
@XFactorID @alvinxjo Ini alvin yg pernah ikut idola cilik gak si?,netral
@XFactorID @alvinxjo Si selalu kerennn. Si selalu bikin senyam senyum terus???????. Dahlahhh layak banget kamu juara 1 vin! #allveforalvinjo #teralvinalvin,positif
@XFactorID @alvinxjo Aku hanya bisa bilang  kamu luar biasa ????????????????????????@alvinxjo,positif
@XFactorID @Putumaydea_real @GanyGery Oh my.. knp putuuu yg keluaaaaarr,negatif
"@XFactorID @Putumaydea_real @GanyGery Aga aneh si maysha masi aman wkwkwk, knp @Putumaydea_real malah yg hrus pulang woe??!! ",negatif
"@XFactorID @alvinxjo Segala dicoba ya, Vin, keren bgt, semoga melaju jauhhh di x-factor! Banggaaaa???",positif
@XFactorID @alvinxjo Alvin lo ya kmren kaos oblong skrg singlet ???? dahla makin teralvin-alvin gue,positif
@XFactorID @alvinxjo Setiap minggu selalu bedaaa????,netral
@XFactorID @2ndChance_id @KLaProject Bener" berhasil membuat kita bernostalgia @2ndChance_id EPIC!!,positif
@XFactorID @Putumaydea_real @GanyGery Yg jelek menang voting dan out...  Udah ciri khas ajang pencarian bakat di Indonesia . Hehehe,negatif
"@XFactorID @alvinxjo Gokil pake kaos doang woilahh vinnnn,",netral
"LORD EDO, Gak di Timnas @PSSI , Gak di @XFactorID Bikin Kacau mulu dah... beban beban ????????
Luar biasa memang LORD EDO. Bukan Maen",negatif
@riffckep @XFactorID @Putumaydea_real @GanyGery Sama ka gue jg puter Mulu tuh d yt,netral
"@starsmione @XFactorID @Putumaydea_real @GanyGery Kan udah dibikin semua. Di X Factor UK, VT nya malah ditayangin (tanpa suara) pas peserta bottom 2 nyanyi di babak Save Me Song",netral
"@XFactorID @alvinxjo Berasa boybend ya vin, tapi kerennn",positif
"@XFactorID @Putumaydea_real @GanyGery gak heran sih vokal kek maydea &amp; ruth out, orang ini x factor alias apa yang lo harapin heiii",negatif
@ocitttttttttt @XFactorID @Putumaydea_real @GanyGery PADAHAL MAYDEA SUARANYA UNIK BANGET ANJIR AH KAMPRET JAGOAN AKU BERKURANGGG????????????,negatif
admin tolong y kali ini video alvin gercep diupload???? @XFactorID,netral
"@XFactorID @alvinxjo Cocok jadi boyband, alvin lub mantap????????",positif
@XFactorID @2ndChance_id @KLaProject Harmonisasinya paling the best,positif
"@XFactorID @Putumaydea_real @GanyGery Siapapun yang jadi #JuaradiMandalika , #JuaradiXfactorID tetaplah maysha.",positif
@XFactorID @Putumaydea_real @GanyGery Demi apa baru season ini gue nonton x factor Krn denger suara maydea. Ga nyangka bgt dia out pdhal dia unik bgt suaranya . Bye aku gak akan nnton lg,negatif
"@starsmione @XFactorID @Putumaydea_real @GanyGery kan semuanya udah bikin kak..jadi emg udah disiapkan. Indonesian Idol kan jg begini, jd cuma Juara &amp; Runner up nya aja yg video perpisahannya ga bakalan tayang karena ya emg mereka ga meninggalkan kompetisi krn bisa sampai Final",netral
@XFactorID @alvinxjo Gokil sih alvin gokil gilak ????,positif
@XFactorID @Putumaydea_real @GanyGery jika gerygany out ..gada lg perform yg bisa memukau penonton..,negatif
"@pascalclasher @XFactorID @Putumaydea_real @GanyGery Yaah -,-",negatif
@idxsat @XFactorID @Putumaydea_real @GanyGery Tuhari,netral
@XFactorID @Putumaydea_real @GanyGery SUMPAH MAYDEA OUT? PADAHAL TAK JAGOIN BIAR SAMPE GRAND FINAL ANJIRRRR????????????,negatif
"@pascalclasher @XFactorID @Putumaydea_real @GanyGery Alah ng ja bauni le kg -,-",negatif
"@idxsat @XFactorID @Putumaydea_real @GanyGery Kpa keen eh, ja ba uni kote Xfactor nn kang????",netral
@XFactorID @Putumaydea_real @GanyGery Anjaaay sumpah???? Gak nonton gue.,negatif
@beeltilljannah @alvinxjo @XFactorID @teamall_ve Jangan ngadi2 yaa ????,negatif
@XFactorID @Putumaydea_real @GanyGery maydea keluar diambil produser trus dilatih dan diasah pasti langsung jadi. Tinggal bikinin lagu yg cocok dan bisa hits aja karna fans nya juga udah lumayan banyak maydea,netral
@XFactorID @alvinxjo Bagus bgt,positif
"@XFactorID @myshajhuan Main aman mulu nih cewek, lagu mellow mulu elah. Ya tau lah Lu jago penghayatan, tp gk tiap minggu juga kali ???? sekali doang keknya deh waktu ft Maydea ????",negatif
@XFactorID @Putumaydea_real @GanyGery Semoga @Putumaydea_real out dr x faktor bisa d produserin dan dpt lagu yg cocok sama karakter vokalnya dia.. Suara khas bgt soalnya.. Pas dia nyanyi runnin beyonce sampe bkin judika nangis dan entah udh brp puluh bahkan ratusan kali aku putar d yutub..sukak bgt.goid luck,positif
@XFactorID @alvinxjo Awas aja pin mingdep gak pake baju ????,negatif
@XFactorID @Putumaydea_real @GanyGery Hah? Ini maydea keluar? Pdhl gua kira dia bakal ada di final jir -_-,negatif
@Ordinarose @alvinxjo @XFactorID @teamall_ve Minggu depan buka baju deh keknya ????,netral
"@XFactorID @Putumaydea_real @GanyGery You did well. 
Cheers up, girl.  Semoga sukses setelah ini..",positif
@starsmione @XFactorID @Putumaydea_real @GanyGery Kayaknya semua peserta udah bikin deh,netral
"@XFactorID @Putumaydea_real @GanyGery ini kan langsung yaa, kok bisa udah ada VTnya maydea ngasih ucapan perpisahan gitu? emang udah tau klo maydea harus pulang apa gimana..
kan line votingnya ditutup juga pas sblm segmen eliminasi langsung..
bingungg deh",netral
"@XFactorID @Putumaydea_real @GanyGery What bijimana bisa @Putumaydea_real  yang keluar... Aku kira dari kekuatan karakter vokal dia, maydea yg bakal juara.. Ternyata sampe top 8 saja ????.. Sebenernya dr segi kualitas banyak yg lebih layak out duluan d banding maydea.. Tp namanya jg vote ????",negatif
@XFactorID @Putumaydea_real @GanyGery Padahal X-Factor ya ini????,netral
Yampunn koq gue sad bgt yah @Putumaydea_real yg kluar malam ini.Padahal ekspektasi gue dia sama danar yg bkalan masuk grand final. ????@XFactorID,negatif
@XFactorID @DnrWidianto @ananghijau Enak banget Gilak????????,positif
@XFactorID @alvinxjo Sayangku @alvinxjo ????????????,positif
"@XFactorID @alvinxjo Calon juara Vin,paket komplit plit, km lanjut trs harapan ku",positif
@XFactorID @Putumaydea_real @GanyGery Ga nyangka Maydea 8 besar :((,negatif
"@XFactorID @alvinxjo Apa apaan ini bestie, keren parah koreo nya ???? Alvin ini selalu tampil beda tiap show dan selalu dengerin permintaan nitizen gtu, yg nitizen pngen ini itu selalu dicoba sama dia. Well done Vin @alvinxjo 

#XFactorIndonesia #allveforalvinjo",positif
@XFactorID @Putumaydea_real @GanyGery Wahhh ngk nyangka,netral
"@XFactorID @Putumaydea_real @GanyGery Maydea, tetep semangaaat!!!",positif
@XFactorID @Putumaydea_real @GanyGery Maydeeaaa why..kenapa malem ini kamu gek jegek sayang..ikut sedih nak eeee????????????????????,negatif
@XFactorID @alvinxjo Bener2 tiap minggu selalu memberikan penampilan yg berbeda.. Makin teralvin alvin euy.. Kereen Bosgang..,positif
@XFactorID @Putumaydea_real @GanyGery Waduuhh,netral
@XFactorID @Putumaydea_real @GanyGery knp harus maydeaaa????????,negatif
@XFactorID @Putumaydea_real @GanyGery Maydeakuh..smngattt cantik dmnapun kmu pokonya yg terbiklah aku akan suporttt trs mydeakuh????????????,positif
"@XFactorID @2ndChance_id @KLaProject gila bngt harmonisasinya, sukses 2ndchance",positif
@XFactorID @alvinxjo beda teruss setiap minggu kecaww kerenn bgt????,positif
"THANK YOU @Putumaydea_real atas perjuangan kamu di panggung #XFactorIndonesia. Good luck dan kita tunggu karya-karya luar biasa kamu. See you on TOP????

Big CONGRATS for @GanyGery, kita ketemu lagi minggu depan????

#GalaLiveShow7
#XFactorIndonesia https://t.co/UhH22HLtvZ",netral
"Minggu lalu perform pake kaos oblong warna hitam, malam ini pake  sleeveless shirt.
Luar biasa ya Vin damage-nya ????

#allveforalvinjo #XfactorIndonesia 
@alvinxjo @XFactorID @teamall_ve https://t.co/EU9Eu2a1aX",netral
@XFactorID @alvinxjo Selalu senyum-senyum ketika alvin tampil ????,positif
@XFactorID @Putumaydea_real @GanyGery Aplikasi rcti+ eror yaa min?,negatif
"Great song choice Gery Gany, walau dibawah tekanan, tetap mampu kontrol suara tidak berlebihan @Judikajude @armandmaulana @OfficialRCTI @XFactorID @mynameisrossa",positif
Sepertinya GeryGany yang melaju @OfficialRCTI @XFactorID @Judikajude @mynameisrossa Maydea improvenya kadang oversinging ????,negatif
@XFactorID @alvinxjo terbaik????,positif
"@XFactorID @alvinxjo @alvinxjo  gila nggak sopan banget pake kaos gituan, tapi plisss keren banget ????????????",positif
"Sayang sekali @Putumaydea_real dan @GanyGery harus masuk dalam BOTTOM 2. Good luck and do your best!????????????

#GalaLiveShow7
#XFactorIndonesia https://t.co/DKS9Vk59Sh",netral
@XFactorID @alvinxjo yaampun cintakuuuuuuuyuuuuuuuuuu teralvinalvin malam ini bangetttttt????????????????????????????????????????,positif
"@XFactorID @alvinxjo Udah Hajar aja semua Request Allve ya boss gengss ???????? ????????
Kuereeennnnn polll inii, Gimana ngga makin terAlvin Alvin?? 
#allveforalvinjo 
#XfactorIndonesia
@alvinxjo 
@teamall_ve",positif
@XFactorID @alvinxjo Sesak napas nih????????,positif
"@XFactorID @alvinxjo Minggu lalu kaos oblong doang, minggu ini sleeveless, minggu depan gimanaaa? ????",netral
@XFactorID @alvinxjo Kerennnnnn ga ada obat ??????,positif
"parah si  @XFactorID
abang @alvinxjo paling lama tampil. kan capek menunggu????",negatif
@XFactorID @alvinxjo GOKILLL!!! ????,positif
"@XFactorID @enka_namaku @OfficialRCTI @Fremantle_ID Biasa aja.. ??????
Kalo di hidangan tuh nothing special
Miskin teknik rap... 
Sekelas x factor masa kalah sama rapper2 di youtube, sekurangnya sama lah atau lebih baik untuk tekniknya...??????",negatif
"@fauzandr31 @XFactorID Haha Bcl aneh, suara standard gitu kok kepilih",negatif
@XFactorID @alvinxjo Layak Juara ini. Keren,positif
@XFactorID @alvinxjo Suka banget penampilan hari ini ???? ada dancenya pula #allveforalvinjo #xfactorindonesia @alvinxjo @teamall_ve,positif
@XFactorID @alvinxjo Aduh beb ????,netral
@XFactorID @alvinxjo Pacar gw????????,netral
@XFactorID @2ndChance_id @KLaProject kudu juara si,positif
@XFactorID @alvinxjo Hadir nih pasukan terAlvin-Alvin ?????????????????,netral
"WOOOOW!! Siapa yang speechless dan SUKA BANGET lihat @alvinxjo nyanyi ""Kala Cinta Menggoda"" sambil dance?!?!????????????????. Yang terAlvin-Alvin wajib absen!

#GalaLiveShow7
#XFactorIndonesia https://t.co/ESmoIBRLQM",positif
@XFactorID @2ndChance_id @KLaProject Keren kakak...,positif
"Suka banget lihat Alvin enjoy on stage, ngedance nya juga asik gila ????
Makin terAlvin-Alvin ????

#AlvinJo #XfactorIndonesia 
@alvinxjo @XFactorID 
@teamall_ve",positif
Kek lebih idup ni acara @XFactorID,positif
"Tampilan panggung pencahayaan sempurna, namun karena koreo sesikit membuat suara Alvin di beberapa part ga di relnya...kurang tune di musik alias fals ???? @XFactorID @OfficialRCTI @mynameisrossa @Judikajude",negatif
"Gokil sih @2ndChance_id ga pernah gagal!! Susah banget nyanyi di levelnya Katon but I think they???ve proved it ???????????????????????????????? Semoga juara!

@XFactorID 
#XFactorIndonesia
#GalaLiveShow7",positif
"Kalo masalah KOMPAK, @2ndChance_id emang JUARANYA!! Penampilan 2nd Chance sukses buat X Fellas nostalgia gak niih?????????

Lagu: Tak Bisa Ke Lain Hati by @KLaProject 

#GalaLiveShow7
#XFactorIndonesia https://t.co/5XvdFifM0D",positif
Anyiiiing Syukur Alhamdulillah 2nd Chance kali ini harmonisasinya bikin bulu kuduk berdiri terus @XFactorID @mynameisrossa @Judikajude improvisasinya melebihi lagu aslinya ????????????????,positif
"Kalau lihat gesture dan wajah Innocent Danar, saya merasa terlalu keras menjudge dia, karena mmg secara skill, dia kebanting dengan Roby, Ruth dan 2nd Chance, tapi jadi lovable person, dan selalu viral bukan hal yang mudah, itu @XFactorID Danar, @mynameisrossa @Judikajude",netral
@XFactorID rasa @IndonesianIdol,netral
"@myshajhuan menaklukkan lagu ""Menghitung Hari"" by Krisdayanti dengan caranya sendiri???? X Fellas yang suka sama penampilan Maysha, absen di sini yuuk????

#GalaLiveShow7
#XFactorIndonesia https://t.co/kkelNrAPvU",netral
"Hiburanku di tv satu??nya ya @XFactorID , bikin I love monday",positif
"@GanyGery SUKSES banget nihh bikin nostalgia saat bawain lagu ""Karena Ku Tahu Engkau Begitu"" by @Andrehehanussa. Apa 1 kata untuk penampilan mereka?????????????? 

#GalaLiveShow7
#XFactorIndonesia https://t.co/UhE0N8oDlK",positif
"@XFactorID Host malam ini sangat ngaruh, memberikan suasana yg sangat2 jauh beda dari biasanya",negatif
@XFactorID @DnrWidianto @bclsinclair waw keren banget danar ????,positif
"SO SWEEET!!???????????? gimana menurut X Fellas lagu ciptaan @DnrWidianto untuk mentor tersayang @bclsinclair??????

#GalaLiveShow7
#XFactorIndonesia https://t.co/cZzGEdL2T1",netral
"Lagu Indonesia Hits tahun 90an yang mempunyai kenangan manis dan pahit di masa nya

 @DnrWidianto &amp; @2ndChance_id pst akan membawakan lagu indonesia hits 90an dgn khasnya dan pastinya kita akan terbawa masuk ke dalam lagunya, pst keren

@XFactorID
#GalaLiveShow7
#XfactorIndonesia",netral
"""@DnrWidianto memiliki sosok karismatik di atas panggung"" kalo kata Mas @ananghijau. X Fellas siapa yang setujuuu?!????????

Lagu: Bintang Kehidupan by Nike Ardilla

#GalaLiveShow7
#XFactorIndonesia https://t.co/0YKiKMTYNJ",netral
"AWW penampilan yang INDAH dari @Putumaydea_real ????????????. 1 kata untuk penampilan Maydea??!

Lagu: Takkan Ada Cinta Yang Lain by @DE19WA 

#GalaLiveShow7
#ItsTimeToFaceTheMusic https://t.co/Pww9dd2xYi",positif
@XFactorID mlm ini kesukaan mamaku soalnya lagu 90-an,positif
"@XFactorID 
X FACTOR INDONESIA
#GalaLiveShow7
RCTI
Indosiar
MNCTV

Peserta spt Robi dan Hendra bila ada di bottom 2 bersama Maysha, akan gak dimenangkan oleh juri2 #XfactorIndonesia dgn alasan ""Paket Lengkap.""",negatif
"WOW!! Nada tinggi @Roby_Gultom selalu SUKSES buat merinding!! Iyaa gak X Fellas??!????????????

Lagu: Mengapa by Nicky Astria

#GalaLiveShow7
#XFactorIndonesia https://t.co/wlts0nRUL1",positif
"WOW!! Penampilan pembuka yang SERU ABISSS dari @enka_namaku. Siapa yang langsung ikutan nostalgia nihh?!????????

Lagu: Borju X Bebas by Neo X Iwa K

#GalaLiveShow7
#XFactorIndonesia https://t.co/UX8KoRxVMR",positif
"X Factor Indonesia rasa Indonesian idol ???? ada si borju @vjdaniel ????????????
@XFactorID x @IndonesianIdol 
#XfactorIndonesia #IDOL",netral
"@XFactorID Alvin dong pastinya ????
@alvinxjo @teamall_ve",netral
"WELCOME TO #GalaLiveShow7 ????????????. Penampilan dari siapa nih yang paling kalian tunggu untuk bawain lagu hits Indonesia di tahun 90-an??!

#XFactorIndonesia https://t.co/2sLmmLHegc",netral
Surprising sekali liat koko daniel jadi host @XFactorID kali ini,netral
"WOOHOO ???? Malam ini TOP 8 #XFactorIndonesia akan membawakan lagu-lagu Indonesia yang hits pada tahun 90an. Penasaran?!

Saksikan #GalaLiveShow7 MALAM INI, puku 18.00 WIB hanya di @officialrcti ????????????

#ItsTimeToFaceTheMusic 

@Fremantle_ID https://t.co/uHWIC7svOF",netral
"Hari Senin waktunya @XFactorID ???? nunggu penampilan @Roby_Gultom dan 2nd Chance, pesan buat Roby jangan di keriting dari awal, karena itu lagu Lady Rocker yang belum tergantikan tahtahnya...harus ada part yg persiskan ke aslinya ???? @mynameisrossa @Judikajude @armandmaulana ??????",positif
"MALAM INI!! TOP 8 #XFactorIndonesia akan tampil di #GalaLiveShow7????????????????????????

X Fellas, are you ready?!

Jangan lupa VOTE yang banyak untuk finalis favorit kalian di aplikasi @RCTIPlus yaa????

#ItsTimeToFaceTheMusic

@officialrcti @Fremantle_ID https://t.co/2NuQF5kZDp",netral
@OfficialRCTI @XFactorID Beli ko pay gajian https://t.co/qvf4f3480R,netral
"Suka banget Sama lagu ini ????
Peserta @XFactorID ga Ada Yg pengen cover kah? ???? https://t.co/XOAj45HOM3",netral
"@insidefolkative Percaya banget, 2nd Chance X Factor salah satu buktinya???? @XFactorID",netral
"TOP 8 @XFactorID ! ????

Besok malam di Panggung X Factor Indonesia para kontestan akan membawakan lagu Indonesia yang hits tahun 90 an nih ????

Jangan lupa yah saksikan @XFactorID besok jam 18.00 WIB di RCTI 
#xfactorindonesia https://t.co/Z6v2jWVYyc",netral
"TOP 8 @XFactorID! ????
.
Besok malam di Panggung X Factor Indonesia para kontestan akan membawakan lagu Indonesia yang hits tahun 90 an nih ????
.
Jangan lupa yah saksikan @XFactorID besok jam 18.00 WIB di RCTI 
.
#xfactorindonesia https://t.co/x6oLyM3W6A",netral
@tweeterliciouz @hiksrotboyy @XFactorID @RuthNeelly @xtina Ya pasti ruth bisa lebih keren d luar kompetisi.,positif
@hiksrotboyy @XFactorID @RuthNeelly @xtina Harus  belajar ikhlas dong kita...yang memutuskan dia harus pulang juga sangat ikhlas kasih standing ovation dan komentar bombastis lalu kemudian dengan ikhlas nggak milih dia untuk dipertahankan,netral
@stevenbrahma @hiksrotboyy @XFactorID @RuthNeelly @xtina Well...mereka suka kualitasnya..namun 3 juri memilih kualitasnya Ruth cukup sampai disini...,positif
@XFactorID @RuthNeelly @xtina 5 standing ovation plus komentar bombastis bebebapa  juri ( 3 akhirnya milih penampil yang lebih layak jual/selera pasar 2022 dst??).  Bukti kalau pengakuan akan kualiatas tidak berbanding lurus dengan kualitas itu sendiri...,negatif
@XFactorID @OfficialRCTI @Fremantle_ID Tim gak sabar nungguin Alvin @alvinxjo  dan penasaran dia bakal bawain lagu apa ????,positif
"Hellooo X Fellas!! TOP 8 #XFactorIndonesia akan membawakan lagu-lagu hits tahun 90an di #GalaLiveShow7 lohh????????????

Yang gak sabar untuk nonton, absen kuyy???

#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/dERRKtuYvC",netral
@XFactorID @DnrWidianto Enakeun pisan,positif
@XFactorID dibahas di media Perancis. Ada yang bisa translate ga mereka bilang apa? https://t.co/0xyydLQjD6,netral
"Klo skill nya udah berkelas mo lagu keras pun tetep keren ???????????????? @echasoemantri @XFactorID
https://t.co/TelSxi5njk",positif
@XFactorID @RuthNeelly @myshajhuan Kecewa.,negatif
"X Fellassss! Kalo jagoan kita keluar karena kita lupa VOTE emang bikin nyesek????. Makanya, yukk VOTE sekarang juga hanya di aplikasi @RCTIPlus ????????????. 

VOTE jagoanmu sebanyak-banyaknya yaa, X Fellas!???

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/9RTUKgMrZ0",netral
"Pengen lihat Maydea sekali saja, bisa menyanyikan lagu seperti aslinya, untuk buktiin dia mampu, walau hanya 1 bait saja, sisanya silahkan diobrak abrik dimaunya dia ???? @XFactorID @OfficialRCTI @mynameisrossa @Judikajude @armandmaulana padahal ada 2 minggu ???? https://t.co/8psIsbJSVt",positif
"@XFactorID @RuthNeelly @myshajhuan Ngak heran sebenarnya..
Toh sebelumnya yg lupa lirik bisa juara..
Semua nya tergantung pada pemirsa. ????",netral
@XFactorID @RuthNeelly @myshajhuan Please balik lagi bang Ariel @R_besar ,netral
"Baru tau lagunya Tyok @XFactorID enak banget. Izin cover ah, tapi kok kayaknya ada yang salah yah? ???? https://t.co/0z94pXfBmF",positif
"@XFactorID @RuthNeelly @myshajhuan Klu menurut gue sih Ruth lebih baik dari masya apalagi lagu pertama sampai merinding...
Tp KRNA juri liat Masya sedih n mau nangis akhirnya....itu lah kompetisi",negatif
"@XFactorID @RuthNeelly @myshajhuan kurang suka maysha dari awal audisi, sorry",negatif
"@XFactorID @RuthNeelly @xtina Dahlah min, ga ada harapan x factor kalau sekelas Ruth aja pulang",negatif
@XFactorID @alvinxjo @KingsOfLeon Mantap..,positif
@XFactorID @alvinxjo @KingsOfLeon Disuruh kompetisi malah konser???????????? Maju terus ya Vin.. Semoga @alvinxjo bertahan sampe juara krna tdk bisa dipungkiri Alvin paket komplit selalu menampilkan yg terbaik di setiap perform nya???????????? Keren bro??????? #alvinxjo #allveforalvinjo #XfactorIndonesia,positif
@XFactorID @DnrWidianto Merinding sihhhhh dengernya!!! Danarrr love youuuu!!!!,positif
"@XFactorID @RuthNeelly @xtina Kenapa harus ruth yang pulang, masak cuma gara gara save me song menurut juri lebih bagus dari yang onoh aja ruth pulang??",negatif
@enggaadayangtau @XFactorID @RuthNeelly @myshajhuan Karena https://t.co/89Ne6149Eh,netral
"@fauzandr31 @XFactorID @RuthNeelly Sedihnya, Ruth keluar karena korban VOTING JURI.. Padahal ini kontes menyanyi tapi juri melihat rasa, berak lah.. Jadi juri Master Chef aja mereka kalo mau dapet rasa2an.. @bclsinclair @armandmaulana kalian mengecewakan..",negatif
@XFactorID @alvinxjo @KingsOfLeon Setiap perform selalu ngasih yang terbaik. Bangga bngt! #allveforalvinjo,positif
@XFactorID @alvinxjo @KingsOfLeon Petjaahh... ????,positif
"@XFactorID @RuthNeelly @xtina Jurinya liat apa ya...??
Sampe @RuthNeelly Bisa keluar...??",negatif
@XFactorID @RuthNeelly @xtina udah ganti acara jadi indonesian idol aja min,negatif
"@XFactorID @RuthNeelly @myshajhuan kok nilai fisik? 
Kan telinga yg nilai, kok jadi mata?",negatif
@XFactorID @RuthNeelly @myshajhuan jurinya ngapain standing ovation kalo ujung??nya pulang? aneh ni kompetisi,negatif
@XFactorID @RuthNeelly @myshajhuan good looking mengalahkan segalanya ya:),negatif
"@XFactorID @RuthNeelly @myshajhuan ini lah malasnya pencarian bakat dengan vote penonton.
Yang notabene kami sebagai penonton bukan menilai dari kwalitas suara",negatif
